30000088	Akeva	20000012	-94709472495039200	62114404413655000	-73801409628830400	0.6648348486
30000089	Sosa	20000013	-83486917314354800	71188199613808600	-94156974663561792	0.3011790274
30000090	Ilahed	20000013	-81795663334184192	75261229626648800	-90706702954643104	0.3159434659
30000091	Eshwil	20000013	-88681978645793296	82300286639160992	-97642794568668000	0.2189684715
30000092	Aranir	20000013	-84224358460811008	66954736263958704	-100539545847312992	0.242788607
30000093	Ishkad	20000013	-84112961361626208	77363606181604896	-86139083467917504	0.3660355384
30000094	Hahyil	20000013	-88958161349679600	68462213202648896	-104268722287202000	0.2081148417
30000095	Asilem	20000014	-59828504059703296	66629552609130800	-85659028328457792	0.2849976955
30000096	Mahnagh	20000014	-60873887339427200	59027758123983696	-96570831066938000	0.205003378
30000097	Shach	20000014	-60517246678774800	60891618017717400	-83890696854372800	0.3260430802
30000098	Kehrara	20000014	-73665197946545408	71700983084175800	-85410625009387696	0.3648440243
30000099	Arena	20000014	-68548626619899296	70634573843748200	-76325081413372096	0.4423298817
30000100	Timeor	20000014	-56617016616469504	55052089301391000	-82173112784626400	0.3141310687
30000101	Uhtafal	20000014	-73016369800946592	71832412683630304	-73973081225141696	0.4996122855
30000102	Dysa	20000014	-61365930431327904	71685882544268096	-89973109429664400	0.2361953092
30000103	Serad	20000014	-69237792256978896	68408660502674000	-70906262138822096	0.5258363731
30000104	Mahti	20000014	-59358932400900600	75993899779582592	-87114289959390304	0.2282817864
30000105	Abha	20000014	-77433814344717104	83078598142142304	-72003290355774000	0.4341013131
30000106	Shedoo	20000015	-89433559616933600	46900373173162200	-83758112088624896	0.5061177385
30000107	Gamis	20000015	-102362648910611008	40596126609599000	-82548921662377792	0.4739061737
30000108	Nieril	20000015	-101098098348746000	32921861844933800	-87753326166026000	0.3534402077
30000109	Berta	20000015	-85372244434263200	33497559002336600	-78714012881177904	0.4895572339
30000110	Bekirdod	20000015	-106671896575290000	46086783476644496	-88535511544047008	0.4053491153
30000111	Hothomouh	20000015	-101697231116600992	31692620381826100	-81341099605773696	0.4229810281
30000112	Arnola	20000016	-53452237678029296	42084870177526096	-41304027925528496	0.4628354025
30000113	Astabih	20000016	-51508681259512200	37530617128969904	-37584959768268304	0.4088175891
30000114	Ubtes	20000016	-49948673102319296	29430786351070700	-35992279935059800	0.3360732465
30000115	Bimener	20000016	-46389524007614704	26277481162421200	-39367828335374800	0.2700411978
30000116	Kenobanala	20000016	-44895594885382200	32880779275870100	-36250328056568896	0.2893983494
30000117	Khabi	20000016	-44916061582761296	25587659848169600	-43134851980218304	0.2486186152
30000118	Uanzin	20000016	-52741376753579200	38934512462754200	-48121847483758800	0.4339720254
30000119	Itamo	20000017	-112560103587756000	47928333931958800	111978825842975008	0.6717383428
30000120	Mitsolen	20000017	-120342524769332000	40196058733944400	114066274472987008	0.633705945
30000121	Jatate	20000017	-113233135699432992	43535840216913600	99838778491746800	0.637428133
30000122	Mahtista	20000017	-119280441488416992	41954931165540800	107985141986103008	0.6582375509
30000123	Vaankalen	20000017	-103816549528156000	54052415728730096	103154736580374000	0.6471703744
30000124	Kylmabe	20000017	-114552649128270000	52214525295879104	116245911522904000	0.7319313204
30000125	Ahtulaima	20000017	-102314240978147008	51520873976900400	114451455950439008	0.6126889152
30000126	Geras	20000018	-108837334945851008	73968548508259200	88911114430602896	0.6501464617
30000127	Sirseshin	20000018	-122129903072428000	77294450297187200	83749938652043808	0.7479928157
30000128	Tuuriainas	20000018	-112954466387456000	82223399016553696	87844469915899696	0.6108489266
30000129	Unpas	20000018	-128835093262736992	64756684486083104	98338125228173504	0.9459645526
30000130	Shihuken	20000018	-122231920215348992	71935311888779200	95573171534548304	0.8745849748
30000131	Nomaa	20000018	-102548997380212992	75165714802187008	94340483397353792	0.6069360862
30000132	Ansila	20000019	-141907839349532992	55430726626926000	109208016114026000	0.9120170099
30000133	Hirtamon	20000019	-133772305106990000	61593299351291904	111641750668068000	0.9747262069
30000134	Hykkota	20000019	-146700680788000000	51392265432600000	105853589168000000	0.8236534653
30000135	Outuni	20000019	-148747791926887008	46121248524093400	107892563654426000	0.7341722992
30000136	Ohmahailen	20000019	-149794153665097984	42906489131105800	104942953561996992	0.6638108229
30000137	Eskunen	20000019	-153519004289575008	42661698014827800	105342914908028000	0.6252939349
30000138	Ikuchi	20000019	-137996816819160992	63157462493689000	114295800169879008	0.9868146226
30000139	Urlen	20000020	-139376796022883008	71476647043998000	99524016578104608	0.9599952108
30000140	Maurasi	20000020	-125986646920959008	58522258220588600	110028861626783008	0.912747593
30000141	Kisogo	20000020	-136079097583000000	67458193520400000	89182007575000000	1.0
30000142	Jita	20000020	-129064861735000000	60755306910000000	117469227060000000	0.9459131167
30000143	Niyabainen	20000020	-144006154015412000	66582208175810304	107909631497080000	0.9639236003
30000144	Perimeter	20000020	-143265233088943008	64923714928938896	104178623206742000	0.9531232306
30000145	New Caldari	20000020	-136591309420335008	68606618110891104	114489542252206000	1.0
30000146	Saisio	20000021	-102163624625311008	68025013230596096	98881007684084704	0.6524402583
30000147	Abagawa	20000021	-93195238525388000	59626073427345104	87534666505000896	0.625297524
30000148	Jakanerva	20000021	-107736208975300000	65737182606348096	112001668795974000	0.7432522649
30000149	Gekutami	20000021	-95409084828413408	67480756886924600	111772143099082000	0.6991872083
30000150	Hurtoken	20000021	-90096108247644704	64213530142788896	86727475266120896	0.5859779984
30000151	Uoyonen	20000021	-97930895335323808	73716882694876992	116754753932848000	0.6987804104
30000152	Hampinen	20000021	-86125296770952896	63830815702517600	90640800483696800	0.5413266815
30000153	Poinen	20000022	-98339802584918080	78354963012337792	94106146334551392	0.5580525767
30000154	Liekuri	20000022	-97891661368236400	78597152570087600	101436453611752992	0.6006082952
30000155	Obanen	20000022	-92264165649074704	86910162487319200	99479022214109600	0.5617317332
30000156	Josameto	20000022	-92130315508664400	73322563317140096	98168800459992000	0.5776562929
30000157	Otela	20000787	-89620400993906096	75048904312138304	93501974138973200	-1.0
30000158	Olo	20000022	-82674429158756896	91778683478204880	100194451729530000	0.6760405466
30000159	Ikami	20000023	-81145003338444192	63473958676004600	84834033564302592	0.5320082852
30000160	Reisen	20000023	-77053481017230592	62725338224276896	82171575207533296	0.5185605593
30000161	Purjola	20000023	-77427722890398896	56702680110697600	86131101308786800	0.520526761
30000162	Maila	20000023	-75053269661560304	53824894190535800	92250562872996608	0.4407153812
30000163	Akora	20000023	-67075105340374496	49557054291704304	94326218506763008	0.3246248762
30000164	Messoya	20000023	-59499797277263600	43962551893726600	85605058633408896	0.3150860242
30000165	Ishisomo	20000024	-81148409550040992	87876671367977408	115665443029160000	0.6508315431
30000166	Airmia	20000024	-76288584186496304	83095211718440704	115923520577851008	0.6231131515
30000167	Sakkikainen	20000024	-77161361552657104	84780754185008000	118987926624496992	0.5948887487
30000168	Friggi	20000024	-73875772452842096	96063142669244000	120027299375500000	0.509152956
30000169	Ihakana	20000024	-71222613127356200	102264156518060000	121304533109936000	0.3808086781
30000170	Vahunomi	20000024	-79721471709403104	86083863941689904	123822444497570000	0.5315917757
30000171	Otitoh	20000024	-67227266627176000	95976161045140992	117443205957308000	0.4816668913
30000172	Otomainen	20000024	-77781167009086208	101875086740644000	118873630934831008	0.4791586004
30000173	Vattuolen	20000025	-87946832829668000	76038927357502592	116470441932998000	0.7080730712
30000174	Onuse	20000025	-85085835738405600	67976165267857504	120548162843502000	0.740427063
30000175	Soshin	20000025	-88744511689196704	82634473212851808	119698603628368992	0.6342210277
30000176	Keikaken	20000025	-85378872936878800	69231610131567904	124052345392799008	0.7213192305
30000177	Ukkalen	20000025	-84473122264473200	67280694585549000	129160044383988992	0.6451198629
30000178	Akkilen	20000025	-83260187212346208	75231204601093600	122113784260770000	0.6890455733
30000179	Silen	20000025	-95471522233091600	88916004792328304	122998899028655008	0.5222028788
30000180	Osmon	20000026	-77217221952518496	94499632012502480	98490970700104992	0.6802642981
30000181	Korsiki	20000026	-70721980938047296	90788729935259600	100083466612427008	0.6431657594
30000182	Inaya	20000026	-79911211676856304	103825942684023008	99120325319939392	0.5523502238
30000183	Nuken	20000026	-76180769862613600	94917432117308992	105753962994864992	0.7613056823
30000184	Uminas	20000026	-76529579179095600	100378874729532000	92674264705223680	0.4839091542
30000185	Airaken	20000026	-66183994757205104	86707994419894896	99321674363060400	0.5039918822
30000186	Oijanen	20000026	-61751814485781696	81424075328876192	98236056587453408	0.3519686534
30000187	Wuos	20000026	-76860342195053104	104375115228575008	100137193531918000	0.5617738684
30000188	Hentogaira	20000027	-87348266537600704	79653397993404192	129343994527352992	0.5669582798
30000189	Kiainti	20000027	-86248913562827904	75565817208425200	133868723702964000	0.5285221071
30000190	Vasala	20000027	-91472835732858400	75263794103355296	136942244860315008	0.4937122829
30000191	Walvalin	20000027	-87128334145349200	79065538186072704	140857078227803008	0.3786832071
30000192	Otanuomi	20000787	-87373257684406304	75689721980108992	142703848208880992	-1.0
30000193	Vouskiaho	20000027	-98457320565911104	76531145318146096	137572842784503008	0.5002789626
30000194	Otsela	20000027	-85132088119882000	83810881899432400	136751732425879008	0.384399876
30000195	Tasti	20000028	-56106610880070200	34987154735978500	82730598545720000	0.2822909694
30000196	Otosela	20000028	-52098566493882200	38108579883114400	83103148348090208	0.2381571307
30000197	Uemon	20000028	-47216383727837400	38423114510374600	81334279825707696	0.1974467806
30000198	Paala	20000028	-42283398381835800	36450209718984704	83241714215686000	0.1343789522
30000199	Fuskunen	20000028	-47004117151051000	40016254920767296	77936800719028304	0.2246366235
30000200	Akkio	20000028	-47105166870794200	30292857872742900	83317261489071296	0.1621514141
30000201	Uchoshi	20000029	-100496692320560992	73759243099803504	141126808993396000	0.4741790498
30000202	Mastakomon	20000029	-98770633184004400	68755339764813400	142214368971923008	0.4569661039
30000203	Eruka	20000029	-95218395829963392	65356266065741904	143376909747739008	0.4172608157
30000204	Ohkunen	20000029	-95201798824679280	71478286886617400	145820715800664992	0.3848866895
30000205	Obe	20000029	-92842412380595600	70825121430840304	147778397330120992	0.3469314814
30000206	Wirashoda	20000789	-106151172886939008	78356382033995392	141377176585695008	-1.0
30000207	Osaa	20000029	-89381362917663200	64605950613365104	147104997376980000	0.3291989355
30000208	LZ-6SU	20000030	-68172449900992000	101512418601335008	161085355413504000	-0.1727831272
30000209	MC6O-F	20000030	-66438496887157296	113761178314460992	175641473573460000	-0.2804349532
30000210	U54-1L	20000030	-69083335639538000	98904013912009904	173566053358377984	-0.2680697672
30000211	B-588R	20000030	-70922167602412200	102310922201076000	156333918206502016	-0.1547702256
30000212	NCGR-Q	20000030	-66908841012942800	108886859078672000	173211204085686016	-0.2605165326
30000213	G-LOIT	20000030	-64939646046543800	105434153449300000	159732802467187008	-0.1570092989
30000214	HE-V4V	20000030	-62104103582276800	105664288816528000	168747212887081984	-0.2144029344
30000215	N-HSK0	20000031	-99374194762868992	75527081053393296	192432419711808000	-0.3604404502
30000216	05R-7A	20000031	-91474049609722000	77068147360028800	194554997198436000	-0.4017755511
30000217	7-UH4Z	20000031	-96693042704499008	68535502542572704	196323137394761984	-0.3638713436
30000218	5ZO-NZ	20000031	-89308581811670896	60174367471158800	191930742852776960	-0.3034607984
30000219	FS-RFL	20000031	-90040733398590304	75564961363965600	191193971177705984	-0.3708158237
30000220	Y0-BVN	20000031	-101434960175276992	74854477981733200	204939572812472960	-0.4395372506
30000221	X97D-W	20000031	-93691250626236704	76594899342877104	198627163703228000	-0.4276449021
30000222	0-R5TS	20000032	-67201046889761800	98207260625849600	168139788973304000	-0.2186268061
30000223	H-UCD1	20000032	-57549759492963600	94083421911376992	163905404396880992	-0.1722287636
30000224	7-K5EL	20000032	-53297402184123696	85413918470325600	161981696701848000	-0.1505020563
30000225	H-5GUI	20000032	-48583576763082304	85887686911378208	149434316462172000	-0.14051498
30000226	FH-TTC	20000032	-34991523177557900	76517661964270208	153562600856128000	-0.1375529255
30000227	FMBR-8	20000032	-32964150410349100	81221727632125792	156509952402279008	-0.1384410888
30000228	3HX-DL	20000033	-97233850535019808	132877894012418000	206797834159568000	-0.4238191363
30000229	UH-9ZG	20000033	-102864862817940000	116894044393756000	205097038372556000	-0.4625835913
30000230	NFM-0V	20000033	-94663963153055600	122977434507384992	205484066413894016	-0.4991225788
30000231	YXIB-I	20000033	-100633897174768992	117432050192052992	208708343703732960	-0.5069950556
30000232	MY-T2P	20000033	-103893222396552000	133504596495764992	207273850400100000	-0.3770807827
30000233	FA-DMO	20000033	-96126772890110480	141215478180122000	210434711827081984	-0.3855828165
30000234	GEKJ-9	20000033	-109456397362479008	126122828058120992	207354201682523008	-0.3863537569
30000235	Q-R3GP	20000033	-93404562371075904	142293209291223008	204846729634928960	-0.3551379998
30000236	N-5QPW	20000033	-89011123159060304	145615391401048000	211631682561256000	-0.3925579007
30000237	XV-8JQ	20000033	-107038244571488992	133961722383847008	214694771735750016	-0.3949292485
30000238	WBR5-R	20000034	-69860525731070200	107517086325632992	192416661384742016	-0.5158034428
30000239	4GYV-Q	20000034	-73367246386255200	94143052586813200	196781511960287008	-0.5365561448
30000240	4-HWWF	20000034	-79690779020361296	98060490731499392	191967321004940960	-0.4730263529
30000241	YMJG-4	20000034	-84754366467009104	88761500030911504	190130703447417984	-0.4168935404
30000242	8TPX-N	20000034	-73764500419563808	110098042286106000	187627954483572000	-0.4371916089
30000243	PM-DWE	20000034	-73328696604297792	100276047037120992	186873879547470016	-0.4236528689
30000244	K8X-6B	20000035	-95725884583700800	100391402296320000	193409583119636960	-0.4302153935
30000245	X445-5	20000035	-103272195706387008	100106353492206000	195674206253873984	-0.4137535228
30000246	KRUN-N	20000035	-92863688329011280	94569952439353600	188053738298371008	-0.3866967383
30000247	9OO-LH	20000035	-102927256081692000	104512607280680992	201945755536468960	-0.4669643271
30000248	V-OJEN	20000035	-91454134674385280	80557616107879904	181930517394844960	-0.3168427103
30000249	EIDI-N	20000035	-88685899835378592	98587187372732480	188428980700027008	-0.4061064359
30000250	P3EN-E	20000035	-91245384661665904	101066106160534000	174032373298672000	-0.2748796674
30000251	49-0LI	20000035	-94853099860667504	77695879510842704	183948936901616960	-0.320104364
30000252	IPAY-2	20000035	-89752419283866592	102802064829619008	182022183479580000	-0.3391336951
30000253	DAYP-G	20000035	-89494113673363200	90635513123630880	188326382367881984	-0.3927612806
30000254	IFJ-EL	20000036	-94493211159942592	116320061215154000	180864424642184000	-0.2915992331
30000255	47L-J4	20000036	-94903589775394800	118481725532344992	178000175832412992	-0.2613924205
30000256	Q-L07F	20000036	-91661199973487504	111976378219027008	182193803578400960	-0.3223471876
30000257	E-D0VZ	20000036	-95505628490911200	124225254991960992	181937991932551008	-0.2703388866
30000258	6WW-28	20000036	-86576917767956304	124313656628532000	174149597006308992	-0.2266559039
30000259	A8A-JN	20000036	-105807807623699008	112652681847536992	180532366824692000	-0.270631754
30000260	S-NJBB	20000036	-107342206660500000	107640274018555008	180910257684705984	-0.2815867005
30000261	T-GCGL	20000037	-68382869913892200	111458156916144000	206987537342967008	-0.7339960621
30000262	0MV-4W	20000037	-66449392350513696	105588359907464992	201981936419679008	-0.6627406505
30000263	TVN-FM	20000037	-71592852885650496	103957446635964000	202046249815732960	-0.6457986553
30000264	V-NL3K	20000037	-64062469296863104	118074519837996000	208846549086736000	-0.7635342351
30000265	AZBR-2	20000037	-73272063737453504	97534845108461408	210054452068320960	-0.7090482113
30000266	Z-8Q65	20000037	-74858990530627008	100697015807572992	216911516628947008	-0.7746851045
30000267	0J3L-V	20000037	-72917148253216992	96480937779572704	221741730757535008	-0.7907073327
30000268	H-NOU5	20000038	-57220361168829904	103573190306983008	158088080428412992	-0.1406062024
30000269	KX-2UI	20000038	-53074541773901600	120265059563423008	165984959149615008	-0.1582737157
30000270	MO-FIF	20000038	-47696453581042000	127996852889375008	162762167939070016	-0.1132238695
30000271	97-M96	20000038	-52617785710757904	119935734951807008	169905104147564992	-0.1888732808
30000272	MA-XAP	20000038	-50732767577642600	129914858897454000	159250930191022016	-0.0972100661
30000273	C-J7CR	20000038	-49920238959554496	125162553440334000	153974700969251008	-0.0854802019
30000274	Q-EHMJ	20000039	-47708893978364000	89585326694538592	146539404390848992	-0.1533721336
30000275	XSQ-TF	20000039	-38185225487697696	96705201630940608	150645294598251008	-0.1554342519
30000276	H-1EOH	20000039	-40936741933641504	99658745643225600	145199902458567008	-0.1712750011
30000277	IR-DYY	20000039	-35763846727252800	106156956201791008	145438366702150016	-0.1593389436
30000278	C-DHON	20000039	-27513266398246000	119549353734524000	137134302229024992	-0.1239549047
30000279	F-D49D	20000039	-28567257167621100	104293856044768000	144811873888433984	-0.1909375463
30000280	MQ-O27	20000040	-30335960161359900	70175855887667296	155434663613932992	-0.1289936203
30000281	H-EY0P	20000040	-23582393305140200	66492093295138000	152042783053892000	-0.1560862925
30000282	UNAG-6	20000040	-15005910065259000	67711307256496096	151281542566568000	-0.2235419598
30000283	E-SCTX	20000040	-14182192630452500	64601264962587504	144121715079740000	-0.2084510466
30000284	S6QX-N	20000040	-7618376777025581	56475956567605296	142558300710951008	-0.217690869
30000285	IT-YAU	20000040	-9283813806329080	51081503109710800	140601310723188000	-0.1594597043
30000286	1VK-6B	20000040	-863942619663614	51354029253264000	136755175421839008	-0.1691390234
30000287	7-PO3P	20000040	-9636606845534770	68995594206210200	147745997856844992	-0.2578908501
30000288	1W-0KS	20000040	-11476118395385700	46232484927361200	137967124658915008	-0.1025559519
30000289	669-IX	20000041	-61108062551960496	108246416108540992	174730918892324000	-0.2701582846
30000290	0R-F2F	20000041	-53606848788866800	96171826613593680	180890526670256000	-0.3128408295
30000291	R-P7KL	20000041	-55797502689610096	110991227954740000	175287050996903008	-0.2639812938
30000292	2DWM-2	20000041	-52979090600488400	103715884477620000	169580138312568992	-0.2040389013
30000293	XF-PWO	20000041	-53762581815970400	111811228595399008	179744421049455008	-0.3122084627
30000294	1N-FJ8	20000041	-50006714801913800	97488074070251600	173106648836876000	-0.2232949017
30000295	VI2K-J	20000042	-25600858792149600	89841839969470704	160553795116776992	-0.1317824258
30000296	ZLZ-1Z	20000042	-16765013317233100	80621930549670400	168143938224702016	-0.1710724641
30000297	6Y-WRK	20000042	-20854961276898700	81076753047322800	173714293455595008	-0.1556599728
30000298	RVCZ-C	20000042	-17709740467577700	87370104032433904	160771674953947008	-0.1424955173
30000299	5T-KM3	20000042	-18695001904569600	81948348867115392	179945130048372000	-0.1659744083
30000300	LS9B-9	20000042	-13820118951897800	79634242639569296	155978303823391008	-0.1989296094
30000301	1-GBBP	20000043	-57624972030502000	120705487289687008	209793461215404960	-0.7717415732
30000302	C-FP70	20000043	-52563091368088800	128084507807708992	214556963621392000	-0.7587705942
30000303	T-ZWA1	20000043	-48799326798318000	118690260502342000	210312191203036960	-0.7516916139
30000304	ZA0L-U	20000043	-60462026323117000	130085004457106000	222774541217156960	-0.8051051029
30000305	G96R-F	20000043	-60511622383391104	123456323445552000	227965725499628000	-0.8733299345
30000306	Y-ZXIO	20000043	-56180999453135600	116132348558544992	226689712998620000	-0.9004377936
30000307	B-E3KQ	20000044	-10532836861876100	74699713837950304	177324612971720000	-0.255469938
30000308	Y5J-EU	20000044	-8144756027314120	79289267925782592	181348518680572000	-0.2187531175
30000309	O-LR1H	20000044	-7558181365846440	79581184830747600	174364431116473984	-0.2471641828
30000310	G5ED-Y	20000044	-804350698341394	81343872914041792	177714819163150016	-0.2666063228
30000311	BR-6XP	20000044	2385519048868760	85477776085572992	169523299454529984	-0.2478877594
30000312	8-TFDX	20000044	3988527639584440	88606206887512608	175421416114992992	-0.1907659764
30000313	UL-4ZW	20000044	7503501736953181	78858650918224192	172681571277824992	-0.4081373272
30000314	A-QRQT	20000045	357359445750513	94142195498208400	167799373798343008	-0.1278022783
30000315	WMBZ-U	20000045	4805888774421960	99440766488894304	166873664049983008	-0.0865989933
30000316	PX5-LR	20000045	10139317338855600	90861601324475008	162154420324753984	-0.1716442535
30000317	A3-RQ3	20000045	15816890990446300	83155776711128800	159574086246185984	-0.2962836497
30000318	9-GBPD	20000045	17939209149046900	89258297797728704	155863625578516000	-0.1596233249
30000319	LS-JEP	20000045	21832867724436700	81643175281532496	153611612048433984	-0.2434772448
30000320	R-RSZZ	20000046	5909457212044150	77314345668402304	172519735761403008	-0.4364386566
